n,size,misses
1022,639712,930244
1023,290191,931950
1024,642100,933998
1025,643469,935708
1026,291897,937419
1027,645864,939473
1028,647237,941188
1029,293608,942904
1030,649639,944964
1031,651016,946684
1032,295324,948405
1033,653425,950471
1034,654806,952196
1035,297045,953922
1036,657222,955994
1037,658607,957724
1038,298771,959455
1039,661030,961533
1040,662419,963268
1041,300502,965004
1042,664849,967088
1043,666242,968828
1044,302238,970569
1045,668679,972659
1046,670076,974404
1047,303979,976150
1048,672520,978246
1049,673921,979996
1050,305725,981747
1051,676372,983849
1052,677777,985604
1053,307476,987360
1054,680235,989468
1055,681644,991228
1056,309232,992989
1057,684109,995103
1058,685522,996868
1059,310993,998634
1060,687994,1000754
1061,689411,1002524
1062,312759,1004295
1063,691890,1006421
1064,693311,1008196
1065,314530,1009972
1066,695797,1012104
1067,697222,1013884
1068,316306,1015665
1069,699715,1017803
1070,701144,1019588
1071,318087,1021374
1072,703644,1023518
1073,705077,1025308
1074,319873,1027099
1075,707584,1029249
1076,709021,1031044
1077,321664,1032840
1078,711535,1034996
1079,712976,1036796
1080,323460,1038597
1081,715497,1040759
1082,716942,1042564
1083,325261,1044370
1084,719470,1046538
1085,720919,1048348
1086,327067,1050159
1087,723454,1052333
1088,724907,1054148
1089,328878,1055964
1090,727449,1058144
1091,728906,1059964
1092,330694,1061785
1093,731455,1063971
1094,732916,1065796
1095,332515,1067622
1096,735472,1069814
1097,736937,1071644
1098,334341,1073475
1099,739500,1075673
1100,740969,1077508
1101,336172,1079344
1102,743539,1081548
1103,745012,1083388
1104,338008,1085229
1105,747589,1087439
1106,749066,1089284
1107,339849,1091130
1108,751650,1093346
1109,753131,1095196
1110,341695,1097047
1111,755722,1099269
1112,757207,1101124
1113,343546,1102980
1114,759805,1105208
1115,761294,1107068
1116,345402,1108929
1117,763899,1111163
1118,765392,1113028
1119,347263,1114894
1120,768004,1117134
1121,769501,1119004
1122,349129,1120875
1123,772120,1123121
1124,773621,1124996
1125,351000,1126872
1126,776247,1129124
1127,777752,1131004
1128,352876,1132885
1129,780385,1135143
1130,781894,1137028
1131,354757,1138914
1132,784534,1141178
1133,786047,1143068
1134,356643,1144959
1135,788694,1147229
1136,790211,1149124
1137,358534,1151020
1138,792865,1153296
1139,794386,1155196
1140,360430,1157097
1141,797047,1159379
1142,798572,1161284
1143,362331,1163190
1144,801240,1165478
1145,802769,1167388
1146,364237,1169299
1147,805444,1171593
1148,806977,1173508
1149,366148,1175424
1150,809659,1177724
